index,question,category,correct_answer,predicted_answer,raw_response,reasoning_length,is_correct
85,"Un sinonimo di ""burbero"" è:",synonyms_and_antonyms,A,A,"""Burbero"" significa ruvido o scortese nel modo di parlare o comportarsi. Tra le opzioni:
- A) ""Scontroso"" ha un significato simile, indicando una persona brusca e poco socievole.
- Le altre opzioni non si adattano: ""silenzioso"" è l'opposto, ""solitario"" riguarda la solitudine, ""testardo"" indica ostinazione.

FINALE: A",318,True
86,"Come si chiama l'area più esterna di una città, in Geografia?",geography,C,C,"La periferia è l'area più esterna di una città, dove si trovano quartieri residenziali e zone meno centrali.
Il centro urbano è la parte più centrale, il centro storico è l'area storica, e il perimetro urbano è il confine amministrativo.
La risposta corretta è quindi la C.

FINALE: C",284,True
87,"Tra le seguenti opzioni di risposta, quale indica il termine con cui ci si riferisce all'attività di selezione delle persone cui è consentito accedere ad un locale?",current_events,A,D,"La parola ""selection"" (selezione) è presente in due opzioni: A e D.
""Door"" (porta) e ""barre"" (sbarra) si riferiscono a elementi fisici legati all'accesso.
""Close Direction"" (direzione chiusa) non ha senso in questo contesto.
L'opzione più logica è ""Barre selection"", che potrebbe significare la selezione di chi può passare una ""barra"" (come un metal detector o un cordone).

FINALE: D",385,False
88,A norma dell'art. 64 della Costituzione con quale modalità viene adottato il regolamento della Camera dei deputati?,civic_education,B,B,"L'art. 64 della Costituzione stabilisce che il regolamento della Camera dei deputati sia adottato a maggioranza assoluta dei suoi componenti. Le altre opzioni non corrispondono a quanto previsto dalla normativa.

FINALE: B",222,True
89,Le tesi eliocentriche di Copernico postulano una teoria secondo la quale:,history,C,C,"Copernico propose che il Sole fosse al centro del Sistema Solare, non la Terra. Le sue tesi contrastavano con il geocentrismo dominante dell'epoca.

FINALE: C",158,True
90,Quale dei seguenti termini è scritto in modo ERRATO?,morphology,B,A,"Il termine ""acchittato"" (opzione A) è l'unico che non esiste in italiano standard. Gli altri (""acchitto"", ""acchito"", ""acchitare"") sono forme dialettali o arcaiche, ma solo ""acchittato"" è errato in contesto formale.

FINALE: A",225,False
91,"La seconda persona plurale del condizionale presente del verbo ""porgere"" è:",syntax,C,C,"Il condizionale presente della seconda persona plurale (voi) del verbo ""porgere"" si forma aggiungendo il suffisso ""-este"" al tema del verbo (porg-). Le altre opzioni non corrispondono a questa coniugazione.

FINALE: C",217,True
92,Qual è il lago più grande del centro Italia?,geography,D,D,"Il lago Trasimeno è il più grande lago del centro Italia, situato in Umbria. I laghi Martignano e Bolsena sono più piccoli, mentre Bracciano è nel Lazio ma non è il più grande della regione.

FINALE: D",201,True
93,"Intorno agli anni '30 dello scorso secolo, quando l'Eritrea era sotto il dominio italiano: nella politica di ammodernamento socio economico del Paese, in particolare si decise di fare base principale in Eritrea per quale tipo di produzione industriale?",geography,D,D,"L'Eritrea sotto il dominio italiano era strategica per la sua posizione sul Mar Rosso, ideale per il commercio e le infrastrutture portuali. La produzione industriale si concentrò su settori che potevano sfruttare queste risorse, come la metalmeccanica per la manutenzione delle navi e delle infrastrutture.

FINALE: D",318,True
94,Il lago di Lesina è un lago di origine:,geography,A,A,"Il lago di Lesina si trova in Italia, in Campania, e ha origini legate all'azione del mare che ha formato una laguna costiera. Non è vulcanico, glaciale o da sbarramento.

FINALE: A",181,True
95,"Il contrario di ""decantato"" è…",synonyms_and_antonyms,B,B,"""Decantato"" significa lodato o celebrato. Il suo contrario quindi è ""disprezzato"", che significa odiato o criticato.

FINALE: B",127,True
96,"Il distretto di Fabriano, di antichissima tradizione, è specializzato nella produzione?.",geography,D,D,"Fabriano è famosa per la sua tradizione cartaria sin dal Medioevo, con il suo museo della carta e la produzione artigianale ancora attiva.

FINALE: D",149,True
97,DA CHI E' STATA ACQUISTATA NEL 2004 RETE A?,current_events,B,B,"La risposta corretta è il gruppo editoriale L'Espresso, che ha acquisito ""Rete A"" nel 2004.

FINALE: B",102,True
98,"Papa Francesco è di origini italiane, più precisamente:",current_events,B,D,"Papa Francesco è nato in Argentina, ma i suoi genitori erano immigrati italiani provenienti dalla regione del Friuli-Venezia Giulia. Quindi, le sue origini italiane sono friulane.

FINALE: D",190,False
99,"Comune a circa 28 km da Benevento della Comunità Montana del Titerno che si presenta come un caratteristico borgo medievale dominante l'intera Valle Telesina e noto per la celebrazione dei ""Riti Settennali"":",tourism,A,A,"La risposta corretta è **A) Guardia Sanframondi**, noto per i suoi Riti Settennali e la posizione dominante sulla Valle Telesina.

FINALE: A",140,True
100,"In che anni si ebbero la cosiddetta ""crisi petrolifera"" e la conseguente austerity?",history,A,A,"La crisi petrolifera è associata agli shock degli anni '70, quando l'OPEC tagliò le forniture e i prezzi del petrolio schizzarono alle stelle, portando a misure di austerity in Occidente.

FINALE: A",198,True
101,Il Carme Dei Sepolcri è stato scritto da Ugo Foscolo. In quale secolo?,literature,D,D,"Ugo Foscolo è un poeta del Neoclassicismo e del Preromanticismo italiano, attivo tra la fine del Settecento e l'inizio dell'Ottocento. Il *Carme dei Sepolcri* fu pubblicato nel 1806, quindi appartiene al XIX secolo.

FINALE: D",226,True
102,"Data la frase: ""Arrivato in banca, si accorse di aver dimenticato a casa il libretto degli assegni"", quale alternativa propone un'espressione che espliciti correttamente la proposizione implicita ""Arrivato in banca""?",syntax,D,C,"La frase originale ha una proposizione implicita (""Arrivato in banca"") che funge da circostanza temporale o causale. Le alternative devono mantenere questa relazione logica.

- A) ""Pur essendo arrivato in banca"" introduce una concessione, non adatta.
- B) ""Poiché era arrivato in banca"" introduce una causa, ma il contesto originale non è causale.
- C) ""Essendo arrivato in banca"" è corretto: mantiene la relazione temporale/causale senza alterare il significato.
- D) ""Dopo che fu arrivato in banca"" introduce una sequenza temporale, ma il contesto originale è più immediato.

FINALE: C",587,False
103,Perché negli ultimi secoli dell'Impero romano la Campania cominciò a manifestare segni di crisi?,tourism,B,B,"La Campania, ricca area agricola, subì la concorrenza di regioni come l'Africa e la Spagna, che producevano cereali in modo più efficiente e a minor costo, indebolendo l'economia locale. Le invasioni barbariche accelerarono il declino, ma la concorrenza agricola fu il fattore iniziale.

FINALE: B",297,True
104,Quale partito italiano della cosiddetta Prima repubblica raccoglieva soprattutto l'adesione di ex fascisti?,history,A,A,"Il Movimento Sociale Italiano (MSI) nacque nel 1946 come erede del fascismo, raccogliendo l'adesione di ex fascisti. Gli altri partiti citati non avevano questa connotazione.

FINALE: A",185,True
105,Quando fu proclamata l'Unità d'Italia e quindi il Regno d'Italia?,history,D,D,"L'Unità d'Italia fu proclamata il 17 marzo 1861, quando Vittorio Emanuele II fu nominato re del Regno d'Italia. Le altre date non corrispondono a questo evento storico.

FINALE: D",179,True
106,Quale delle seguenti divisioni sillabiche é corretta?,morphology,A,C,"La divisione sillabica corretta è ""Pi-a-ne-ta"", in quanto il gruppo consonantico ""nt"" non si divide mai in sillabe separate in italiano.

FINALE: C",147,False
107,"Chi definisce Giovanni Giolitti ""Ministro della malavita""?",history,A,B,"Giovanni Giolitti era un politico italiano del XX secolo, noto per il suo ruolo durante il periodo liberale. La frase ""Ministro della malavita"" è un epiteto critico, spesso associato a chi governava in modo autoritario o con metodi controversi. Tra le opzioni, Mussolini è noto per il suo stile autoritario e la repressione politica, ma l'epiteto ""Ministro della malavita"" è storicamente attribuito a Mussolini da suoi avversari politici.

FINALE: B",449,False
108,"Di quale autore è La Crocifissione tra i Santi Girolamo e Cristoforo, ritenuto il dipinto più antico che si conserva nella Galleria Borghese?",art_history,B,D,"Il dipinto *La Crocifissione tra i Santi Girolamo e Cristoforo* è attribuito ad Andrea Mantegna, noto per il suo stile rigoroso e le prospettive architettoniche precise. Le altre opzioni (Perugino, Pinturicchio, Antoniazzo Romano) sono artisti del Rinascimento italiano, ma Mantegna è il più legato a questo tipo di composizione drammatica e geometrica.

FINALE: D",364,False
109,"All'inizio, gli esiti dell'arte paleocristiana erano:",art_history,B,B,"L'arte paleocristiana si sviluppò in un contesto di persecuzioni e limitazioni, quindi le opere sopravvissute sono poche e frammentarie. Le rappresentazioni erano spesso simboliche o nascoste, come nei catacombi, per evitare repressioni. Non c'è traccia di una produzione artistica ""spettacolare"" o abbondante in questo periodo.

FINALE: B",339,True
110,"Chi riguarda il dovere di essere fedeli alla Repubblica e di osservarne la Costituzione e le leggi, sancito dall'art. 54 della Costituzione?",civic_education,A,B,"L'art. 54 della Costituzione italiana stabilisce che il dovere di fedeltà alla Repubblica e alle sue leggi spetta ai cittadini cui sono affidate funzioni pubbliche, come indicato nel testo stesso (""Tutti i cittadini dell'una e dell'altra serie [cittadini e stranieri] devono adempiere questo dovere""). Tuttavia, la risposta più precisa è limitata ai cittadini con funzioni pubbliche, in quanto il dovere è specifico per chi ha un ruolo attivo nella gestione della cosa pubblica.

FINALE: B",489,False
111,"Cosa raffigura la decorazione della Galleria di Alessandro VII al Quirinale, affidata a Pietro Berrettini detto Pietro da Cortona ma eseguita da alcuni tra i principali pittori dell'epoca tra cui Lazzaro Baldi, Carlo Maratta, Ciro Ferri, Filippo Lauri, Giovanni Paolo Schor...?",art_history,A,C,"La Galleria di Alessandro VII al Quirinale è un ciclo decorativo che celebra il papato di Alessandro VII Chigi, quindi è probabile che raffiguri il suo trionfo o la sua gloria. Tra le opzioni, ""Il Trionfo del pontificato Chigi"" (C) sembra la più pertinente, in quanto si riferisce direttamente al soggetto celebrativo tipico di tale commissione.

FINALE: C",356,False
112,"In materia di fonti del diritto, cosa si intende per ""riserva di legge assoluta""?",civic_education,C,C,"La riserva di legge assoluta si riferisce a casi in cui solo la legge (e non altri atti normativi come regolamenti o accordi internazionali) può disciplinare una materia, come stabilito dalla Costituzione.

FINALE: C",216,True
113,L'acronimo è:,literature,B,B,"Un acronimo è formato dalle iniziali di altre parole, come ""NATO"" (North Atlantic Treaty Organization). Non è uno studioso, un disturbo o un componimento poetico.

FINALE: B",173,True
114,"La frase ""La festa di Giorgio sarà piuttosto elegante, perciò metterò l'abito da sera"" contiene una proposizione coordinata:",syntax,A,A,"La frase ""perciò metterò l'abito da sera"" introduce una conseguenza logica rispetto alla prima parte della frase (""La festa di Giorgio sarà piuttosto elegante""), tipica delle proposizioni conclusive.

FINALE: A",210,True
115,"A quale poeta Italiano è legato l'episodio denominato la ""beffa di Buccari""?",literature,D,D,"La ""beffa di Buccari"" è un episodio legato al nazionalismo italiano e alla prima guerra mondiale, in cui un gruppo di volontari italiani affondò una nave austriaca. Il poeta legato a questo evento è Gabriele D'Annunzio, noto per il suo patriottismo e il suo coinvolgimento in azioni militari e poetiche legate all'identità nazionale.

FINALE: D",344,True
116,"A seguito dell'invasione italiana dell'Etiopia, nell'ottobre del 1935, la Società delle Nazioni, su proposta di Francia ed Inghilterra, approvò a schiacciante maggioranza delle sanzioni contro l'Italia, consistenti:",history,B,B,"La Società delle Nazioni impose sanzioni economiche contro l'Italia per l'invasione dell'Etiopia. Le sanzioni includevano il divieto di esportare in Italia merci necessarie all'industria di guerra, come petrolio e acciaio, ma non tutti i prodotti. Le opzioni A e C sono troppo generali o errate.

FINALE: B",306,True
117,"A quale organismo militare si fa riferimento con il termine ""Caschi Blu""?",civic_education,A,A,"Il termine ""Caschi Blu"" si riferisce alle forze di pace delle Nazioni Unite, che operano in missioni internazionali per mantenere la pace e la sicurezza. La NATO ha i suoi soldati, ma non sono chiamati così. UNICEF e CEE non sono organismi militari.

FINALE: A",260,True
118,In quale delle seguenti frasi l'aggettivo svolge una funzione predicativa?,syntax,B,D,"L'aggettivo svolgerebbe una funzione predicativa se è il nucleo del predicato (cioè del verbo), quindi deve essere collegato al soggetto da un verbo di stato o di percezione (es. essere, sembrare, apparire).

- A) ""funziona"" è un verbo attivo, ""perfezione"" è un nome, non un aggettivo.
- B) ""giudizi"" è il soggetto, ""drastici"" è un aggettivo attributivo (dipende dal nome).
- C) ""abito"" è il soggetto, ""bellissimo"" è attributivo.
- D) ""facce"" è il soggetto, ma ""proprio"" è un avverbio (non un aggettivo).

Nessuna frase ha un aggettivo predicativo. Ma se dobbiamo scegliere, la più vicina è **D**, dove ""proprio"" potrebbe essere letto come aggettivo (ma è avverbio).

FINALE: D",677,False
